ClienteID,Nombre,MontoOriginal
221,Gary Colon,22444
222,Christina Perry,5835
223,Cassandra King,24073
224,Jasmine Gutierrez,4417
225,Tina Turner MD,14508
226,William Park,11794
227,Tanner Wiley,18228
228,Alicia Rice,14432
229,David Long,23766
230,Stephen Brooks,19684
231,Christopher Ford,10230
232,Ryan Soto,1426
233,Cassandra Knight,17779
234,Amber Ross,12413
235,Brittany Krueger,21326
236,Bruce Watts,8143
237,Dr. Kim Murphy,17985
238,Austin Walker,20334
239,Danielle Hinton,5443
240,David Russell,24265
241,Glenda Lopez,15760
242,Angelica Ruiz,4140
243,William Kim,5194
244,Tina Delgado,11082
245,Jessica Brennan MD,16910
246,Tyler Dean,18862
247,Keith Vazquez,6760
248,John Wallace,2749
249,Michael Freeman,11719
250,Kimberly Mendez,20781
251,Karen Hanna,16476
252,Jordan Martinez,16162
253,James Oneal MD,17481
254,Cory Humphrey,20802
255,Theodore Jordan,14303
256,Nicole Dillon,15935
257,Kevin Lopez,10457
258,Patricia King,21077
259,William Rubio,13458
260,Amanda Robinson,17876
261,Christine Holmes,10421
262,Joel Alvarez,3138
263,Hannah Mccullough,21926
264,Alan Hayes,9265
265,Troy Short,15958
266,Cindy Golden,1589
267,Diane Briggs,24680
268,Cody Rhodes,13433
269,Eric Newman,21726
270,Alexis Johnson,20084
271,Ann Rodriguez,12295
272,Tiffany Joseph,22503
273,Melissa House,2648
274,Jake Diaz,6230
275,Derrick Flores,7859
276,Tiffany Weeks,16130
277,Larry Hall,2315
278,Thomas Ryan,23934
279,John Mccormick,12176
280,Ashley Price,19820
281,Daniel Sanchez,18484
282,Kristen Pratt,6499
283,Ryan Smith,15949
284,Connor Adams,3921
285,Cassandra Humphrey,14157
286,Sheri Johnson,12174
287,Andrew Benitez,3303
288,Anthony Roberts,20538
289,David Edwards,18447
290,David Reynolds,18941
291,Kyle Aguirre,4910
292,Mark Jennings,11901
293,James Taylor,18195
294,Veronica Frank,2048
295,Jeffrey Hicks,20187
296,Victor Humphrey,11989
297,Darrell Goodwin,13146
298,Michelle Baxter,10322
299,Rachel Harris,21458
300,Michelle Thompson,13748
301,Denise Allison MD,24583
302,Alan Miller,1150
303,Bob Cummings,11427
304,Rebecca Cardenas,24459
305,Carrie Cruz,12203
306,Christopher Gonzalez,15390
307,Thomas Gomez,10665
308,Mary Parker,20856
309,Daniel Gonzalez,14721
310,Emily Pearson,10346
311,Ashley Heath,12524
312,Daniel Johnson,17708
313,Mr. Paul Harris,11093
314,Jeffery Jones,11307
315,Savannah Miller,19380
316,Roy Tate,24468
317,Megan Alexander,14111
318,Lisa Manning,21875
319,Kelly Anderson,20943
320,Valerie Medina,1989
321,Nicole Christensen,7630
322,Lisa Rodriguez,13736
323,Sean Day,1901
324,David Baxter,11531
325,Kevin Hodges,12524
326,Alan Cruz,5601
327,Sherry George,11672
328,Craig Hicks,23858
329,Casey Moore,19408
330,Hannah Christian,20334
331,Gwendolyn Nunez,4512
332,Donald Walker,9404
333,Ashley Drake,9667
334,Beth Ramirez,11491
335,Tony Yoder,16507
336,Marcus Walton,3114
337,Diana Horn,17988
338,Timothy Molina,11620
339,Denise Davis,8416
340,Jose Berry,21575
341,Jacob Moore,23337
342,Jorge Olson,18673
343,Jessica Ortega,8759
344,Jennifer Silva,22867
345,Katelyn Smith,18466
346,Kenneth Matthews,22343
347,Gregory Garcia,20579
348,Maria Wilson,18199
349,David Mitchell,8327
350,Rebecca Knight,23039
351,Ellen Reyes,21420
352,Sara Rocha,13047
353,Cassandra Lawrence,10285
354,Clinton Kim,21265
355,Christine Simmons,11127
356,Brian Wu,7323
357,Rachel Thomas,11750
358,Tanya Jones,6484
359,Eduardo Gonzalez,10498
360,Monique Willis,21152
361,Lindsey Oconnor,18289
362,Patrick Thomas,10214
363,David Brooks,20620
364,Bernard Robertson,3796
365,Joseph Ferguson,14726
366,Shawn Schmidt,7916
367,Taylor Alexander,8891
368,Jennifer Smith,9749
369,David Wong,24161
370,Matthew Edwards,19456
371,Susan Barrett,3593
372,Lauren Armstrong,16516
373,Paul Gutierrez,12385
374,Robert Francis,8264
375,Ethan Morris,19589
376,Bryan Kennedy,17677
377,Marcus Myers,21456
378,Natalie Fitzpatrick,15890
379,Rodney Faulkner,22589
380,Kelly Meadows,19440
381,Robert Ford,12962
382,Nancy Kennedy,23755
383,Dwayne Schultz,17721
384,Corey Adams,12903
385,Kevin Cross,11519
386,Kyle Miller,2761
387,Claire Baldwin,18333
388,Bruce Porter,12542
389,Michael Lam,11813
390,Dr. Amy Rice MD,21416
391,Dawn Stark,5941
392,Charles Scott,6546
393,Robert Reyes,19427
394,Sarah Davis,10026
395,Mr. Nathan Brown MD,15428
396,Bethany Smith,10349
397,Brandi Hunt,16610
398,Jeffrey Richard,20962
399,Michelle Richard,13909
400,Patricia Jones,21540
401,Carly Valenzuela,9312
402,Rhonda Gardner,9974
403,Gabriel Giles,3027
404,Brittany Miller,13930
405,Donna Patel,17719
406,Jessica Garcia,1687
407,Stephanie Ford,4766
408,Chad Hanna,11797
409,Erika Hicks,21424
410,Jessica Lewis,15937
411,Leah Henry,19842
412,Martin Daniels,1280
413,Zachary Washington,6051
414,Lindsay Martin,11849
415,Shawn Cooper,10658
416,Daniel Lawrence,9732
417,Janet Griffin,24260
418,Larry Parker,10307
419,Sharon Smith,15536
420,Gina King,16323
421,Eric Davis,15495
422,Anthony Nguyen,2273
423,Gina Bruce,20938
424,Micheal Ashley,22233
425,Kevin Barber,13436
426,Alvin Jordan,14199
427,Jacob Herrera,16453
428,Danielle Randall,21867
429,Michael Preston,1607
430,Travis Smith,6240
431,Lee Obrien,5806
432,Mary White,20354
433,Tracy Underwood,14532
434,Danielle Alexander,11987
435,Beth Powell,8073
436,James Mejia,12683
437,John Dougherty,19233
438,Kelly Simon,4903
439,Kristen Watson,19890
440,Tammy Barnes,4860
441,Deborah Boyd,20333
442,Eric Harris,10267
443,Brent Williams,12358
444,Megan Lee,3221
445,Ryan Martinez,19507
446,Brent Murray,10978
447,Anthony Hart,13186
448,Melinda Lawson,24864
449,Anthony Vasquez,9812
450,Eric Jennings,18403
451,Evelyn Holloway,8037
452,Bryan Thompson,22405
453,Kristen Sandoval,11558
454,Julian Callahan,10801
455,Michelle Cooper,6360
456,Ronald Hubbard,5155
457,Gerald Wilson,2644
458,Jackson Carter,5869
459,Stacy Garrett,24557
460,James Dyer,10940
461,Jamie Davis,12243
462,Kathryn Grant,1228
463,Henry Lopez,19259
464,Julie Jones,3940
465,John Flores,7573
466,Tanya Kim,22765
467,Debbie Trevino,22547
468,Virginia Snyder,7751
469,Caroline Roach,17636
470,Autumn Carlson,3656
471,Aaron Jones,11445
472,Jeffery Serrano,17419
473,Mary Martinez,24978
474,Jessica Martinez,1398
475,Russell Santiago,21951
476,April Green,15040
477,Mrs. Carrie Ross MD,10215
478,Steven May,24991
479,Nicole Brennan,14594
480,David Smith,3559
481,Michael Howard,15100
482,Yolanda Griffin,4145
483,Kimberly Bryant,12259
484,James Trujillo,4321
485,Sherry Prince,24272
486,Jenna Rollins,9071
487,Gabriel Jackson,2687
488,Michael Harrington,23583
489,Ricky Noble,23503
490,Ashley Moreno,12656
491,Kyle Smith,7700
492,James Mitchell,13032
493,Andrea Taylor,17562
494,Michelle Valentine,17574
495,Christina Ramirez,17077
496,Kathy Smith,7075
497,Jennifer Mccarthy,5566
498,Justin Hendricks,1087
499,Jennifer Lopez,6217
500,Jeffrey Gutierrez,19411
501,Anna Bell,14474
502,Ashley Perez,21428
503,Cynthia Long,21689
504,Tammy Escobar,18839
505,Jonathan Warren,10830
506,Michael Williams,21349
507,Amanda Flores,22112
508,Randall Clark,4460
509,Jesus Brown,16633
510,Catherine Davis,16019
511,Tammy Washington,4595
512,Jeffrey Mason,22741
513,Cynthia Hernandez,3791
514,Sheila Gibbs,1890
515,Katherine Harrington,10203
516,Shelby Davis,16517
517,Dennis Newman,15707
518,Roberto Baxter,9382
519,David Velasquez,13851
520,Curtis Marshall,12622
521,Miguel Herrera,15495
522,Timothy Richard,8035
523,Jacob Gibson,5960
524,Christopher Morris,16404
525,Jillian Hall,22508
526,Shannon Gonzales,8530
527,Donald Nichols,17898
528,Austin Santiago,3615
529,Michael Salazar,3258
530,Hailey Ho,21383
531,Billy Holmes,15140
532,Andrew Castillo,5442
533,Jennifer Henderson,24358
534,Sharon Lee,13248
535,Mary Roberts,6261
536,Robert Lewis,22820
537,Jeremy Daniel,5593
538,Monica Bernard,13107
539,Alice Joyce,9886
540,James Turner,8971
541,Jacqueline Williams,6300
542,Daniel Fisher,12929
543,Robert Valenzuela,18118
544,Jennifer Taylor,12458
545,Mark Brown,13391
546,Steven Joyce,11323
547,Kimberly Bailey,11325
548,Nathan Hernandez,13616
549,Nicole Nguyen,24480
550,Cynthia Rodriguez,18061
551,Guy Jones,23937
552,Stephanie Duarte,13020
553,Marcus Gibson,4454
554,Levi Wise,19825
555,Joshua Marks,1312
556,Tiffany Williams,19299
557,Christopher Wright,22813
558,Mr. Kevin Yu,21540
559,Kimberly Brown,9732
560,Emily Hawkins,10112
561,Michael Robinson,12117
562,Rachel Garza,6456
563,Ronald Bender,8363
564,Robert Harrington,21884
565,Kelsey Thomas,17604
566,Michael Caldwell,23002
567,Allen Wilson,15153
568,Allison Miller,9688
569,Anthony Garcia,24778
570,Vickie Olsen,22265
571,Gregory Hernandez,7739
572,Elizabeth Perez,19702
573,Michael Reid,16028
574,Savannah Ruiz,21478
575,Allison Briggs,12219
576,Robert Grant,24112
577,Nicole Reed,5840
578,Micheal Lopez,11129
579,Tyler Davis,14129
580,Cassandra Mills,5324
581,Holly Evans,11409
582,Mary Smith,1459
583,Matthew Watkins,18592
584,Cynthia Cantu,8118
585,Ashlee Lee,11561
586,Karen Wagner,18895
587,Johnny Green,9281
588,Kimberly Rhodes MD,13359
589,Shawn King,14102
590,Jessica Henry,5245
591,Walter Smith,2199
592,David Spencer,5084
593,Katrina Scott,2771
594,Sonya Blanchard,21782
595,Sharon Joseph,10447
596,Cheyenne Thomas,9455
597,Tiffany Herrera,20619
598,Lisa Vaughn,10649
599,Bruce Thompson,5673
600,Brian Brown,16358
601,Theresa Sullivan,20130
602,Kristen Kim,1775
603,Yolanda Wilson,6734
604,Denise Watkins,9937
605,Erin King,20358
606,Alexander Pearson,1291
607,Charles Sanchez,3936
608,Stacey Humphrey,21590
609,Francisco Bernard,12300
610,Chelsea Martinez,23204
611,Ricky Sullivan,22449
612,Aaron Rivera,6433
613,Ernest Smith,17933
614,Jon Wood,4949
615,Kathleen White,9921
616,James Velasquez,15642
617,Timothy Simpson,2878
618,Joseph Baker,24974
619,Diane Melton,12481
620,Samantha Stuart,23383
621,Todd Gonzalez,19337
622,Paul Bradley,7327
623,Jorge Young,6158
624,Troy Bonilla,18340
625,Carolyn Hall,4183
626,Kelsey Mcdonald,23529
627,Todd Wright,3370
628,Brian Barr,14723
629,Caitlyn Cobb,9430
630,Judy Watts,20527
631,Rebecca Hendricks,17961
632,Daniel Davis,4237
633,Brian Wheeler,5795
634,Tracy Turner,11079
635,Amber Grant,21731
636,Vincent Delgado,5096
637,Brittany White,9325
638,Latasha Wolf,7994
639,Melvin Mccoy,2722
640,Melanie Young,21610
641,Joseph Hebert,12750
642,Dana Bender,7034
643,Michael Farmer,19280
644,David Rivas,8591
645,Samantha Chavez,23587
646,Sergio Griffin,9001
647,Mrs. Ashley Wallace,4184
648,Kimberly Nelson,20277
649,Eric Meza MD,19583
650,Lonnie Ramos,6887
651,Amy Mccullough,16554
652,Jason Franco,2591
653,John Perkins,16658
654,Brandy Marquez,23617
655,Melissa Jones,19330
656,Melissa Schmidt,10777
657,Erin Howard,15763
658,Paul Taylor,21184
659,Rodney Weiss,23817
660,Lawrence Gray,11188
661,Michael Patel,15058
662,Zachary Estrada,21201
663,Michael Williams,21086
664,Cody Jones,22784
665,Sandy White,22071
666,Jennifer Fuller,15346
667,James Miles,2033
668,David Ramsey,7743
669,Melissa Graves,24305
670,Roger Howard,15522
671,Curtis Hunt,14201
672,Jack Higgins,22386
673,Elizabeth Thompson,8713
674,Mrs. Lori Taylor,21684
675,Wyatt Bates,4618
676,Molly Higgins,11775
677,Sherri Brock,17303
678,Gary Walker,15428
679,Anthony Wilson,15502
680,William Graham,9489
681,Scott Knight,1348
682,Jessica Smith,10827
683,Jacob Mcfarland,18045
684,James Williams,17089
685,Carrie Hall,13133
686,Adam Diaz,3107
687,Brandy Burch,6085
688,Stephanie Perry,19223
689,Michael Harris,20041
690,Stephanie Thompson,4868
691,Michael Ortega,23683
692,Andrew Evans,21387
693,Walter Hudson,3020
694,Mrs. Jennifer Vincent,16898
695,Kristin Lewis,11251
696,William Young,2732
697,Megan Gonzales,6538
698,Stacy Jones,20316
699,Lindsey Hill,9745
700,Phillip Madden,8633
701,Diane Campbell,9418
702,Mark Mills,12190
703,Patricia Hernandez,20292
704,Jeremy Turner,11177
705,Catherine Molina,19071
706,William Sandoval,11678
707,Pamela Butler,21450
708,Melissa Escobar,23162
709,Jocelyn Tucker,24943
710,Ralph Alexander,22968
711,Daniel Keller,23525
712,Carl Sanchez,20142
713,Kevin Chaney,15575
714,Joshua Smith,13504
715,Wesley Adams,17353
716,Victoria Reid,11220
717,Timothy Gordon,6677
718,Tanya Herrera,18847
719,Michelle Garcia,9883
720,Edward Pittman,16515
721,Stephen Edwards,4038
722,Miranda Reed,3295
723,Kelly West,8584
724,Monica Decker,9108
725,Austin Morales,17991
726,Kelsey Martinez,1647
727,Regina Spears,14659
728,Amy Johnson,22029
729,Jasmin Valenzuela,8079
730,Lee Graham,10420
731,Maria Collins,21942
732,Marissa Pugh DVM,11922
733,Alicia Sullivan,3500
734,Cynthia Miller,3574
735,Victoria Hernandez,21253
736,Russell Mason,4413
737,Shannon Eaton,11289
738,Thomas Lang,3891
739,Carolyn Monroe,21798
740,Tiffany Sutton,8010
741,Emma Elliott,21039
742,Steven Murphy,13614
743,Monique Zuniga,24603
744,Brian Galloway,8021
745,Amanda Simpson,2635
746,Melissa Powell,21320
747,Kenneth Martinez,11611
748,Shawn Gates,9327
749,Heather Kirk,7400
750,Joseph Welch,18859
751,David Solis,19853
752,Emily Mitchell,19549
753,Jill Bryan MD,17569
754,Christopher Case,7341
755,Janice Lawrence,18259
756,James Gutierrez,21953
757,Stephen Fitzgerald,24645
758,Denise Guerrero,16784
759,Bruce Wright,3975
760,Laurie Ortiz,5014
761,Jessica Stevens,9356
762,Jonathan Burns,8143
763,Michael Durham,6597
764,William Davenport,13553
765,Jennifer White,21850
766,Sylvia Harris,16229
767,Patricia Armstrong,17917
768,Tracy Johnston,17463
769,Susan Santiago,15879
770,Tamara Harris,18250
771,Jessica Osborne,14148
772,David Coleman,3277
773,Victor Jones,10540
774,Lori Patterson,4596
775,Teresa George,19752
776,Devin Adams,2198
777,Sarah Espinoza,21334
778,Nathan Payne,8732
779,Douglas Floyd,11791
780,Paul Williamson,18959
781,Krystal Kelley,5495
782,Natalie Gonzalez,2806
783,Linda Meyer,7816
784,Dylan Contreras,20501
785,John Alexander,14288
786,Holly Travis MD,21685
787,Kevin Allen,3620
788,Michael Holt,12515
789,Donna Jackson,3917
790,Brian Bernard,12188
791,James Hernandez,16973
792,Barbara Mendez,6247
793,Randall Woodward,21239
794,Brandy Mitchell,7948
795,Denise Davis,22250
796,Dawn Case,22955
797,Terri West,23754
798,Elizabeth Campbell,13492
799,Tammy Lester,20321
800,Theodore Thomas,22570
801,Joseph Smith,9377
802,Patricia Barton,5214
803,Rachel Bradley,15025
804,Sandra Carter,23942
805,Brady Roy,14303
806,Carlos Dean,2398
807,Katie Peterson,18251
808,Christopher Greene,2520
809,Jessica Rodriguez,22119
810,Linda Matthews,11832
811,Lauren Bennett,13614
812,Michelle Myers,7121
813,Michelle Waters,1631
814,Marvin Richardson,23969
815,Amber Barnes,22877
816,Leah Edwards,18389
817,Andre Fitzgerald,2797
818,Robin Gonzales,20442
819,Scott Gutierrez,7573
820,Madison Leach,21641
821,Sandra Rose,16959
822,Jason Hernandez,5480
823,Ashley Jacobs,4749
824,Todd Hayes,19106
825,Michael Watson,16420
826,Daryl Sanchez,18359
827,Wayne Lloyd,14865
828,Sheila Gonzales,16069
829,Daniel Rivas,24815
830,Dean Harrison,20561
831,Colleen Hester,24174
832,Joseph Pope,16539
833,Matthew Reynolds,10704
834,David Clark,12203
835,Molly Hall,8623
836,Jennifer Johnson,24234
837,Andrew Gonzalez,16397
838,James Molina,2518
839,Robert Lester,6401
840,Robin Freeman,2988
841,Robert Williams,11204
842,Sharon Johnson,15835
843,William Duncan,2685
844,Erin Macdonald,13876
845,James Lewis,14533
846,Laura Anthony,3575
847,Edwin Sanchez,9153
848,Chad Richardson,23826
849,Jonathan Adams,15639
850,Michael Dixon,1629
851,Ashley Christensen MD,6198
852,Jenna Gonzalez,14164
853,Benjamin Boyd,14273
854,Angela Duncan,21061
855,Roy Green,1117
856,Kelsey Riley,16643
857,Samantha Smith,9034
858,Anthony Williams,17748
859,Mark Reed,7123
860,Rachel Rodriguez,14308
861,Laura Patel,6429
862,Jonathan Brown,23720
863,Lawrence White,14257
864,Maurice Cohen,16031
865,Heather Castro,2564
866,David Garcia,12830
867,Jason Ray,18873
868,Jacqueline Brown,10550
869,Michelle Moses,14544
870,Jennifer Vasquez,6093
871,Christina Taylor,13361
872,Kyle Baker Jr.,11426
873,Steven Horn,12547
874,James Schultz,3909
875,Kristina Wilson,19193
876,Cynthia Ross,4098
877,Michelle Jackson,12399
878,Jack Edwards,19406
879,Denise Gates,6048
880,Yesenia Hill,4447
881,Gary Carlson,23824
882,Zachary Davis,15552
883,Chelsea Newton,14938
884,Joshua Holmes,5975
885,Stephanie King,6429
886,Heather Lewis,21998
887,Dawn Oliver,20562
888,Keith Hall,7967
889,Eric Rosales,4719
890,Haley Rangel,22453
891,Daniel Edwards MD,4393
892,Donna Miller,11055
893,Jeffrey Wells,4252
894,Jeremy Coleman,13339
895,John Lane,6180
896,John Wall,8384
897,Haley Williams,19958
898,Luke Richardson,18225
899,Sue Thomas,17728
900,Carol Smith,2032
901,Karen Mcdaniel,21019
902,Ricky Hayes,7572
903,Kelli West,15963
904,Steven Choi,8977
905,Tammy Bishop,9785
906,Michael Barker,11307
907,Dean Moreno,17139
908,Jared Bryant,7105
909,Jamie Johnson,8259
910,Jacob Thompson,15046
911,Susan Simmons,22636
912,Kristine Vaughan,3014
913,Scott Vance,5231
914,Joseph Gonzalez,17504
915,Margaret Carter,7820
916,Valerie Green,18437
917,Rebecca White,4370
918,Brittany Barnett,11517
919,Lee Gardner,11690
920,Richard Daniel,19800
921,Derek Meyer,17523
922,Christopher Hughes,2531
923,Tina Williams PhD,9402
924,Lisa Choi,22875
925,Kimberly Beck,11036
926,Brenda Olson,14856
927,April Ward,14396
928,Christopher Fisher,17128
929,Daryl Farley,14439
930,Christine Contreras,20227
931,Erin Shaw,24624
932,Robert Horton,24333
933,Katherine Owens,13831
934,Dustin Keith,24080
935,Steven Richard,4261
936,Laura Sherman,15010
937,Jodi Castillo DVM,12042
938,Jeremy Todd,20524
939,Bridget Nguyen,18207
940,Anthony Johnson,21854
941,Marcus James,21106
942,Kyle Owens,2282
943,Dr. Maxwell Higgins,9748
944,Alicia Herrera,3483
945,Nicholas Taylor,6560
946,Lauren Cook,14918
947,Megan Rich,11415
948,Brittany Black,2356
949,Robert Shaffer,13982
950,Thomas Anderson,3638
951,Melody Shields,2124
952,Timothy Liu,24231
953,Michael Johnson,11624
954,Nathaniel Vaughan,9853
955,Curtis Watkins,7490
956,Kara Henry,17190
957,Steven Howard,17067
958,Mr. Benjamin West Jr.,23251
959,Rebecca Livingston,16580
960,David Lopez,23484
961,Mrs. Pam Jones DDS,16122
962,Jason Ball,8863
963,Melissa Beard,20836
964,Edward Tran,9157
965,Gloria Powell,21007
966,Andrew Ware,15501
967,Mackenzie Martinez,24758
968,James Daniels,17867
969,Sharon Kennedy,7501
970,Nathaniel Sellers,8386
971,Meghan Hernandez,8742
972,Dennis Padilla,1845
973,Amy Wallace,10039
974,James Farmer,15664
975,Nicole Ryan,4671
976,Yolanda Matthews,22573
977,Albert Miller,14498
978,Rebecca Porter,13352
979,John Lewis,10854
980,Sarah Santos,7127
981,Michael Lambert,6432
982,Elizabeth Martinez,21731
983,Paige Riley,19628
984,Dr. Jenna Patel PhD,10774
985,Adam Baker,1375
986,Natalie Young,7944
987,James Huff,16179
988,Holly Cain,10802
989,Joseph Garcia,22361
990,Christopher Smith,14935
991,Alex Mcintyre,16144
992,Jaclyn Allen,4124
993,Jeffrey White,15751
994,Charles Mays,3554
995,Shelley Miller,24134
996,Nathan Martin,3278
997,Harold Harris,22531
998,Julie Kelly,15040
999,Cynthia Miles,17111
1000,Leslie Meyer,7041
1001,Steven Vance,24243
1002,Claudia Allen,1879
1003,Michael Rush,5533
1004,Elizabeth Guerrero,1054
1005,Jonathan Long,17279
1006,Jennifer Salinas,6192
1007,William Montgomery,6544
1008,Michael Graves,16579
1009,Charles Ramirez,19541
1010,Patrick Curtis,15551
1011,Destiny Mitchell,11510
1012,Mark Salazar MD,21332
1013,William Baird,11253
1014,Jorge Lewis,1759
1015,Jonathan Walker,13295
1016,Thomas Little,10176
1017,Matthew Sloan DDS,1284
1018,David Morrison,23798
1019,Steven Jenkins,16833
1020,Elizabeth Camacho,8414
1021,Anita Horne,1188
1022,Timothy Ortiz,15502
1023,Victor Gonzalez,3583
1024,Mr. Stephen Ward,18867
1025,Curtis Horne,7615
1026,Megan Smith,8593
1027,Paul Daniel,24795
1028,Mark Thompson,23212
1029,George Ramos,17652
1030,Elizabeth Macdonald,19461
1031,Robert Wise,14405
1032,Mary Vazquez,10180
1033,Jerome West,19193
1034,Jerry Crawford,16887
